,first_name,last_name,city,country,CustomerRevenue,NumOrders,FirstTouchTrafficSource,Recency,AvgPurchaseInterval
10923,Gordon,Miller,Royersford,United States,83.0,2,Search,2025-03-16 08:36:38+00:00,
10924,Diane,Evans,Anyang,China,83.0,2,Search,2023-01-21 03:14:15+00:00,
10925,Andrea,Mullen,Pecan Plantation,United States,83.0,3,Search,2024-11-04 12:11:33+00:00,
10926,Teresa,Black,Beijing,China,83.0,1,Search,2024-10-30 13:43:21+00:00,
10927,Christy,Marquez,Chongqing,China,82.99999809265137,2,Email,2023-02-28 00:39:45+00:00,
10928,Whitney,Wilson,Irvine,United States,82.9900016784668,2,Search,2023-12-27 01:55:17+00:00,
10929,Joe,Washington,Foshan,China,82.9900016784668,2,Search,2025-10-02 09:11:47+00:00,
10930,Edwin,Chang,Zhengzhou,China,82.9900016784668,2,Search,2025-09-26 03:23:45+00:00,
10931,Gary,Reyes,Montenegro,Brasil,82.9900016784668,2,Display,2025-10-03 05:47:28.119757+00:00,
10932,Justin,Alvarez,Visalia,United States,82.98999977111816,2,Search,2025-07-27 03:31:44+00:00,579.0
10933,Kenneth,Turner,Villarreal,Spain,82.98999977111816,3,Search,2024-06-11 12:08:37+00:00,343.0
10934,Tracy,Warren,Baldivis,Australia,82.98999977111816,3,Search,2020-11-03 05:50:39+00:00,
10935,Edward,Mathews,Kunming,China,82.98999786376953,1,Search,2024-11-09 07:52:30+00:00,
10936,Christopher,Stanton,Clarksville,United States,82.98999786376953,1,Search,2021-12-30 14:20:34+00:00,
10937,Kenneth,Johnson,Langfang,China,82.98000144958496,3,Display,2024-09-26 13:06:40+00:00,709.0
10938,Erica,Harmon,Salvador,Brasil,82.97999954223633,2,Search,2025-07-21 08:46:49+00:00,
10939,Natalie,Love,Aliquippa,United States,82.9799976348877,2,Organic,2025-04-11 06:04:09+00:00,
10940,Lori,Chen,Salvador,Brasil,82.97000122070312,2,Search,2025-08-25 22:24:41+00:00,291.0
10941,Karen,Lewis,Zhengzhou,China,82.97000122070312,2,Search,2025-04-10 00:27:44+00:00,2.0
10942,Elizabeth,Johnson,Gwangju,South Korea,82.95999908447266,4,Search,2023-02-01 02:14:47+00:00,
10943,Lindsay,Pham,Morro do Chapéu,Brasil,82.95000076293945,3,Search,2025-06-11 00:29:57+00:00,
10944,Luke,Middleton,Hefei,China,82.95000076293945,2,Search,2024-12-18 03:32:05+00:00,
10945,Charles,Gibson,Beijing,China,82.94999694824219,2,Search,2025-05-02 07:10:11+00:00,
10946,Taylor,Bautista,Le Pontet,France,82.94999694824217,1,Display,2025-09-08 05:40:16+00:00,
10947,Kenneth,Holt,Paris,France,82.94999694824217,1,Organic,2025-06-19 02:44:32+00:00,
10948,Brandon,Taylor,Paris,France,82.94999694824217,1,Organic,2025-01-14 14:12:51+00:00,
10949,Carmen,Williams,Salvador,Brasil,82.94000244140625,2,Organic,2024-12-29 05:18:01+00:00,
10950,Lindsey,Smith,Collierville,United States,82.94000244140625,2,Search,2025-01-02 21:13:27+00:00,
10951,Shawna,Brown,Martorell,Spain,82.94000053405762,3,Search,2024-09-26 14:22:52+00:00,144.0
10952,Dylan,Price,Kawasaki City,Japan,82.93999862670898,2,Search,2022-05-25 11:13:17+00:00,
10953,Wesley,Phillips,Selsey,United Kingdom,82.9000015258789,1,Search,2025-03-12 05:36:27+00:00,
10954,Gerald,Foster,Antony,France,82.9000015258789,1,Organic,2025-06-13 06:48:45+00:00,
10955,Amanda,Collins,San Diego,United States,82.88999938964844,3,Search,2025-06-08 11:11:43+00:00,
10956,Christopher,Lutz,Chaoyang,China,82.83000183105469,2,Facebook,2024-10-01 18:04:42+00:00,271.0
10957,Brianna,Riddle,Chengdu,China,82.80999946594238,3,Search,2025-03-25 14:09:12+00:00,191.0
10958,Michele,Rowe,Philadelphia,United States,82.78999710083008,2,Search,2023-12-27 16:21:56+00:00,
10959,Kelly,Vasquez,Changsha,China,82.73999977111816,3,Search,2024-10-01 13:13:26+00:00,1326.0
10960,Nicholas,Manning,Paterson,United States,82.68000221252441,2,Search,2024-04-14 10:12:42+00:00,
10961,Paul,Peterson,Chengdu,China,82.65999984741211,3,Search,2023-09-08 12:10:57+00:00,
10962,Jamie,Smith,Pamiers,France,82.57999992370605,2,Email,2025-01-31 07:36:21+00:00,525.0
10963,Shawn,Clark,Wildomar,United States,82.5,2,Search,2025-06-30 21:32:45+00:00,
10964,Alyssa,Thompson,Olive Branch,United States,82.5,1,Search,2024-04-07 11:27:40+00:00,
10965,Philip,Kennedy,Glengormley,United Kingdom,82.5,2,Organic,2025-08-26 18:26:04+00:00,
10966,Lisa,Moore,Tokyo,Japan,82.5,1,Search,2025-08-16 04:59:29+00:00,
10967,Amber,Potter,Taizhou,China,82.4900016784668,3,Search,2024-09-07 01:58:17+00:00,
10968,Anthony,Johnson,Dandong,China,82.45000076293945,2,Search,2024-01-26 23:19:52+00:00,
10969,Jennifer,Bennett,Chuncheon City,South Korea,82.40000057220459,4,Search,2025-06-29 11:13:03+00:00,
10970,Steven,Garcia,Seoul,South Korea,82.38999938964844,2,Search,2024-06-15 09:09:58+00:00,488.0
10971,Joyce,Stewart,Anaheim,United States,82.3700008392334,2,Search,2024-01-07 10:24:47+00:00,
10972,Robert,Mason,Scraper,United States,82.3199996948242,3,Search,2025-02-13 08:20:45+00:00,199.0
10973,Lori,Hutchinson,Shenyang,China,82.30999755859375,1,Organic,2025-03-25 07:23:28+00:00,
10974,Edward,Butler,Saint-Berain-sous-Sanvignes,France,82.30000305175781,1,Search,2022-10-03 05:25:57+00:00,
10975,Evan,Hess,Las Vegas,United States,82.28999710083008,2,Search,2023-11-16 06:00:52+00:00,
10976,Tara,Castro,Weifang,China,82.20000076293945,2,Organic,2025-08-23 07:15:00+00:00,
10977,Karina,Weaver,Santo Estêvão,Brasil,82.0,1,Search,2023-05-20 08:28:30+00:00,
10978,Michelle,Morse,Uccle,Belgium,82.0,1,Search,2025-02-19 07:28:46+00:00,
10979,Jamie,Huffman,Busan,South Korea,82.0,1,Search,2025-03-10 00:55:59+00:00,
10980,Katherine,Johnson,Southampton,United Kingdom,82.0,1,Search,2025-02-03 12:09:19+00:00,
10981,Shawn,Curtis,Kettering,United Kingdom,82.0,2,Facebook,2025-01-27 05:11:43+00:00,
10982,Diana,Smith,Milton,United States,82.0,1,Organic,2025-07-09 08:03:37+00:00,
10983,Richard,Bishop,Baoding,China,82.0,2,Display,2025-03-01 09:36:19+00:00,
10984,Christine,Gray,Jiamus,China,82.0,1,Email,2025-06-23 17:52:53+00:00,
10985,Emily,Vega,Shanghai,China,82.0,1,Facebook,2023-11-24 00:37:50+00:00,
10986,Heidi,Murillo,Springfield,United States,82.0,2,Search,2024-06-02 09:03:41+00:00,
10987,Judith,Williams,Zion,United States,82.0,1,Search,2022-12-08 16:14:53+00:00,
10988,Vanessa,Riley,Shenzhen,China,82.0,1,Organic,2023-06-28 14:35:32+00:00,
10989,Cheryl,Lopez,Louisville,United States,82.0,1,Search,2025-01-28 00:31:51+00:00,
10990,Jeffrey,Reynolds,Lake Shore,United States,82.0,1,Search,2025-03-11 16:16:56+00:00,
10991,Martha,Archer,Marseille,France,82.0,1,Search,2025-07-02 05:07:14+00:00,
10992,Crystal,Reeves,Seoul,South Korea,82.0,1,Organic,2025-09-30 08:36:08.010376+00:00,
10993,Melissa,Juarez,Chengdu,China,82.0,3,Organic,2020-10-16 02:40:18+00:00,168.0
10994,Mary,Dickerson,Austin,United States,82.0,1,Search,2025-09-30 04:32:01+00:00,
10995,Sharon,Thompson,Tokyo,Japan,82.0,1,Organic,2022-04-05 07:18:44+00:00,
10996,Emily,Smith,Cascade-Fairwood,United States,82.0,1,Organic,2024-10-06 00:46:39+00:00,
10997,Jennifer,Hull,Mount Pleasant,United States,82.0,1,Organic,2024-06-14 15:17:46+00:00,
10998,Wanda,Harris,Shaoyang,China,82.0,1,Search,2024-09-13 03:55:01+00:00,
10999,Linda,Rose,Paris,France,82.0,1,Facebook,2025-03-24 03:25:21+00:00,
11000,Hannah,Hamilton,Maron,France,81.9900016784668,2,Search,2024-03-24 00:43:34+00:00,
11001,Marissa,Johnson,Baoding,China,81.9900016784668,2,Organic,2024-11-10 08:20:36+00:00,
11002,Steven,Zuniga,Shanghai,China,81.9900016784668,2,Organic,2025-07-06 04:54:13+00:00,107.0
11003,Melissa,Williams,Guangzhou,China,81.99000000953674,2,Search,2024-12-07 13:48:15+00:00,
11004,Beth,Wheeler,Getafe,Spain,81.98999977111816,2,Search,2023-09-26 09:43:17+00:00,
11005,Samuel,Peterson,Shenzhen,China,81.98999977111816,3,Search,2025-09-28 00:30:56+00:00,
11006,Gregory,Martin,Shenzhen,China,81.98999977111816,2,Organic,2025-03-13 07:49:27+00:00,
11007,Jennifer,Patel,Cincinnati,United States,81.98999977111816,2,Search,2025-05-16 13:06:30+00:00,
11008,Kimberly,Collins,Rio Claro,Brasil,81.98999977111816,2,Search,2024-09-24 16:36:04+00:00,
11009,Kimberly,Rodgers,Lucyvale,Australia,81.98999977111816,2,Search,2024-07-13 11:05:25+00:00,1205.0
11010,Kara,Cohen,Shanghai,China,81.98999786376953,2,Search,2025-05-11 15:53:25+00:00,500.0
11011,Kyle,Gonzalez,Huizhou,China,81.98000144958496,3,Search,2025-10-04 01:32:11.931384+00:00,0.0
11012,Catherine,Bailey,Centennial,United States,81.97999954223633,3,Display,2025-08-29 11:08:12+00:00,
11013,Ebony,Sanders,St Helens,United Kingdom,81.9799976348877,2,Search,2022-02-27 07:57:49+00:00,
11014,Jackie,Stout,Zhangzhou,China,81.96999931335449,3,Organic,2023-08-16 10:59:07+00:00,
11015,Maria,Richardson,Balneário Rincão,Brasil,81.96999931335449,2,Search,2024-12-07 15:24:19+00:00,18.0
11016,Carrie,Decker,Chapadinha,Brasil,81.95999908447266,1,Organic,2025-01-26 07:05:46+00:00,
11017,Robert,Hampton,Hilliard,United States,81.95999908447266,3,Search,2024-09-13 11:38:12+00:00,111.0
11018,William,Herring,Evesham,United Kingdom,81.95000076293945,2,Search,2023-04-15 03:12:46+00:00,291.0
11019,Kenneth,Potter,Cramlington,United Kingdom,81.94999694824217,1,Search,2025-04-12 03:55:35+00:00,
11020,Desiree,Stokes,Hohhot,China,81.94999694824217,1,Search,2024-02-26 22:03:57+00:00,
11021,Charles,Harris,São Roque do Paraguaçu,Brasil,81.94000244140625,2,Search,2024-11-24 08:57:53+00:00,
11022,Sarah,Burns,Wuhan,China,81.94000244140625,2,Search,2024-09-19 23:31:17+00:00,
11023,Tara,Mcdaniel,Itabaiana,Brasil,81.94000244140625,2,Email,2025-09-26 22:47:02+00:00,36.0
11024,Sharon,Osborne,Bautzen,Germany,81.94000053405762,3,Search,2025-08-09 15:26:13+00:00,
11025,Samantha,Warren,Seoul,South Korea,81.90999984741211,3,Search,2022-08-19 05:34:54+00:00,
11026,Melissa,Parks,null,Brasil,81.9000015258789,1,Search,2025-04-02 00:48:59+00:00,
11027,William,Chavez,Dale City,United States,81.9000015258789,1,Search,2024-08-01 05:21:14+00:00,
11028,Joshua,Mccarthy,Oxford,United Kingdom,81.89999961853027,2,Organic,2025-04-01 23:01:35+00:00,
11029,Michelle,Aguilar,Cruseilles,France,81.89000034332275,2,Search,2025-05-08 07:56:06+00:00,
11030,Melissa,Stewart,Franklin,United States,81.8799991607666,3,Search,2024-11-06 08:29:09+00:00,
11031,Brian,Solomon,Amilly,France,81.87999725341797,2,Search,2022-05-03 02:03:35+00:00,
11032,Richard,Dunn,Sydney,Australia,81.8700008392334,2,Search,2025-06-06 06:56:37+00:00,
11033,Lisa,Moore,New York,United States,81.8700008392334,3,Email,2025-08-17 03:20:28+00:00,208.0
11034,Rachel,Stark,Higashi-Osaka City,Japan,81.75,4,Organic,2025-03-19 16:12:40+00:00,
11035,Melissa,Hardy,Baotou,China,81.70999908447266,1,Search,2020-09-24 02:54:19+00:00,
11036,Michele,Scott,Valdepeñas,Spain,81.69999980926514,2,Search,2024-02-01 15:56:20+00:00,
11037,Amy,Brewer,Southern Moreton Bay Islands,Australia,81.60000038146973,2,Search,2025-02-27 07:38:05+00:00,
11038,Tracy,Jackson,Chicago,United States,81.59000015258789,2,Search,2025-06-14 16:05:40+00:00,1359.0
11039,Bryan,Lawrence,Foshan,China,81.58999633789062,1,Search,2022-01-29 10:11:52+00:00,
11040,Daniel,Stevens,Dongguan,China,81.5,2,Search,2021-06-05 14:54:24+00:00,
11041,Mariah,Webb,Foshan,China,81.4900016784668,3,Search,2024-05-11 23:35:50+00:00,
11042,Alison,Hamilton,London,United Kingdom,81.48999977111816,4,Search,2025-07-19 02:20:38+00:00,
11043,Kevin,Harrison,Shenzhen,China,81.48999977111816,2,Facebook,2025-06-09 15:28:41+00:00,
11044,Andrea,Williams,Chengdu,China,81.48999977111816,3,Facebook,2024-06-25 02:14:26+00:00,295.0
11045,Anthony,Clark,Xi'an,China,81.48999786376953,2,Search,2023-08-02 08:03:56+00:00,
11046,Brittney,Robbins,Dinslaken,Germany,81.46000003814697,4,Facebook,2025-09-26 11:21:14+00:00,
11047,Robin,Harding,Brasília,Brasil,81.45000076293945,2,Search,2024-12-14 02:52:16+00:00,
11048,Scott,Weaver,Burbank,United States,81.44000053405762,2,Search,2025-09-11 15:14:32+00:00,184.0
11049,Jasmine,Simpson,Shizuishan,China,81.4000015258789,1,Search,2022-08-21 10:04:03+00:00,
11050,Michael,Wilson,São Vicente,Brasil,81.4000015258789,2,Search,2021-07-25 04:05:41+00:00,
11051,Erica,Diaz,Shanghai,China,81.39000129699707,2,Search,2025-09-28 04:42:35+00:00,
11052,Derek,Obrien,Penalva,Brasil,81.37999725341797,1,Search,2025-09-28 08:30:10+00:00,
11053,Jessica,Kelly,Berchères-Saint-Germain,France,81.35000228881836,3,Organic,2025-01-23 08:56:20+00:00,85.5
11054,Andre,Chang,Espinardo,Spain,81.35000228881836,2,Facebook,2025-09-24 14:32:39+00:00,
11055,Jeffrey,Beltran,Gimhae City,South Korea,81.31000137329102,2,Search,2024-10-06 04:36:31+00:00,
11056,Randy,Henry,Conway,United States,81.2699966430664,1,Organic,2024-12-14 01:43:59+00:00,
11057,Roy,Long,Las Palmas de Gran Canaria,Spain,81.2699966430664,1,Search,2024-10-05 04:37:56+00:00,
11058,Derek,Martin,Coelho Neto,Brasil,81.2699966430664,1,Search,2025-02-10 08:27:15+00:00,
11059,Johnathan,Webb,Ningbo,China,81.24999809265137,2,Facebook,2024-12-31 23:53:48+00:00,222.0
11060,Beth,Morgan,Extrema,Brasil,81.2300033569336,1,Search,2025-08-22 23:07:54+00:00,
11061,Richard,Hardy,Xi'an,China,81.21999931335449,3,Search,2025-10-03 07:27:25.403869+00:00,
11062,Renee,Garcia,Changchun,China,81.15999984741211,2,Display,2024-11-24 05:32:41+00:00,
11063,Kenneth,Aguirre,Würzburg,Germany,81.11999702453613,2,Facebook,2024-04-20 00:08:16+00:00,
11064,Paul,Harris,Los Angeles,United States,81.06999683380127,2,Search,2022-02-12 00:34:50+00:00,
11065,Amanda,Maldonado,Broken Arrow,United States,81.04000091552734,2,Search,2020-12-28 02:27:52+00:00,
11066,Madison,Jackson,Shangrao,China,81.02000045776367,2,Display,2025-04-28 14:37:34+00:00,120.0
11067,Evelyn,Hughes,Edewecht,Germany,81.02000045776367,2,Search,2024-03-02 07:36:44+00:00,
11068,Taylor,Jacobs,Paducah,United States,81.0,2,Organic,2024-06-13 15:13:24+00:00,
11069,Rodney,Herrera,Igarapé-Açu,Brasil,81.0,3,Search,2025-07-07 02:37:58+00:00,724.0
11070,Denise,Shea,Bristol,United States,81.0,1,Search,2025-03-16 03:08:42+00:00,
11071,Keith,Wiggins,Paracuellos de Jarama,Spain,80.9900016784668,2,Search,2023-01-16 08:38:28+00:00,
11072,David,Bridges,Nanjing,China,80.9900016784668,2,Facebook,2021-10-05 09:48:55+00:00,
11073,Erin,Kidd,Vineland,United States,80.9900016784668,2,Search,2025-09-19 01:50:47+00:00,1239.0
11074,Daniel,Young,Brasília,Brasil,80.98999977111816,2,Facebook,2023-11-22 21:56:18+00:00,435.0
11075,James,Miller,Launton,United Kingdom,80.98999977111816,2,Organic,2025-10-06 06:55:58.303308+00:00,
11076,Karen,Small,Zhengzhou,China,80.98999977111816,2,Search,2025-04-19 15:27:37+00:00,158.0
11077,Kristen,Arnold,Daqing,China,80.98999977111816,2,Display,2021-11-12 18:24:26+00:00,
11078,Mark,Lee,Porto Alegre,Brasil,80.98999786376953,1,Organic,2025-01-31 23:09:01+00:00,
11079,Jackie,Cook,Huizhou,China,80.9800033569336,1,Search,2021-08-15 01:46:06+00:00,
11080,Hannah,Rodriguez,Drancy,France,80.98000144958496,3,Search,2025-04-09 11:36:32+00:00,288.0
11081,Laura,Forbes,null,Brasil,80.97999954223633,3,Organic,2025-07-17 01:57:17+00:00,
11082,Amanda,Patterson,Aquidauana,Brasil,80.97999954223633,3,Search,2025-04-12 11:19:48+00:00,636.0
11083,Cody,Wade,Yanbian Korean Autonomous Prefecture,China,80.97999954223633,2,Search,2025-07-19 11:26:06+00:00,310.0
11084,Terry,Walker,Shenyang,China,80.97000122070312,2,Search,2025-10-01 08:09:09+00:00,
11085,Cheryl,Graham,San Francisco,United States,80.96999931335449,2,Search,2025-08-30 21:16:01+00:00,10.0
11086,Christine,Foster,Chengdu,China,80.96999931335449,4,Search,2025-07-12 16:39:51+00:00,640.0
11087,Selena,Petersen,Guiyang,China,80.95000076293945,2,Search,2025-05-09 07:33:12+00:00,
11088,Philip,Williams,Jilin,China,80.95000076293945,2,Search,2024-12-10 00:21:51+00:00,60.0
11089,Bonnie,Weber,Haikou,China,80.94999694824217,1,Search,2023-11-29 17:19:22+00:00,
11090,Deborah,Long,Coronel Fabriciano,Brasil,80.94999694824217,1,Search,2024-12-24 16:04:19+00:00,
11091,Marvin,Olson,Itaberaba,Brasil,80.94000244140625,2,Search,2025-09-12 06:18:26+00:00,251.0
11092,Jennifer,Miller,Qujing,China,80.9399995803833,3,Search,2025-08-16 02:00:52+00:00,
11093,Natasha,Rice,Mokena,United States,80.93999671936035,2,Search,2025-10-01 06:22:43.196096+00:00,
11094,Felicia,Gardner,Hampton,United States,80.92999935150146,4,Search,2025-09-02 02:43:56+00:00,138.0
11095,Diana,Lucero,Fukuho City,Japan,80.9000015258789,2,Search,2021-11-11 00:02:10+00:00,
11096,David,Garrett,Tianjin,China,80.86999893188477,3,Search,2023-08-28 09:35:01+00:00,
11097,Natalie,Baldwin,Lianyungang,China,80.84000205993652,3,Email,2023-09-25 23:06:49+00:00,268.5
11098,Joseph,Ruiz,Fuzhou,China,80.82999992370605,2,Search,2023-02-05 22:44:58+00:00,
11099,William,Moore,Grenoble,France,80.79999732971191,2,Search,2024-11-09 10:54:59+00:00,
11100,Kevin,Lopez,Rio de Janeiro,Brasil,80.6500015258789,1,Organic,2025-09-30 07:41:30.907486+00:00,
11101,Carlos,Brown,Krefeld,Germany,80.63999938964845,1,Email,2022-06-20 12:01:31+00:00,
11102,Martha,Blankenship,Wenzhou,China,80.60000228881836,2,Search,2025-01-11 13:19:48+00:00,422.0
11103,Brandon,Mccarthy,Salvador,Brasil,80.56999778747559,2,Email,2025-07-25 01:43:27+00:00,8.0
11104,Kristy,Bartlett,Marseille,France,80.53000164031982,2,Search,2024-09-24 05:12:58+00:00,
11105,Robin,Cole,Los Angeles,United States,80.50999975204468,3,Search,2024-12-19 14:33:10+00:00,
11106,Vincent,Pacheco,Chat,China,80.5,1,Search,2022-03-16 14:24:46+00:00,
11107,Margaret,Dalton,Schwerte,Germany,80.5,3,Email,2022-09-17 00:43:52+00:00,752.0
11108,Kristin,Smith,Comstock Township,United States,80.48999977111816,2,Search,2025-06-22 01:28:16+00:00,200.0
11109,Angie,Montes,Rondon do Pará,Brasil,80.48999977111816,2,Search,2024-06-04 00:37:08+00:00,
11110,Karen,Pruitt,Wuxi,China,80.47999954223633,2,Search,2022-11-07 09:18:57+00:00,548.0
11111,David,Ramirez,Daly City,United States,80.46999931335449,2,Search,2025-05-08 09:08:52+00:00,887.0
11112,Margaret,Hodges,Birmingham,United Kingdom,80.45000076293945,3,Search,2025-03-24 08:04:19+00:00,
11113,Matthew,Cooper,Hillsboro,United States,80.45000076293945,2,Search,2024-12-05 13:54:21+00:00,
11114,Michelle,Brooks,Madrid,Spain,80.4399995803833,3,Search,2024-11-21 23:08:07+00:00,102.0
11115,Cole,Graham,Lörrach,Germany,80.43000030517578,2,Display,2025-05-05 22:26:27+00:00,88.0
11116,Paul,Hanson,Nanyang,China,80.4000015258789,2,Email,2023-02-16 02:06:29+00:00,197.0
11117,Lindsey,Smith,Chackbay,United States,80.38000011444092,4,Search,2025-05-10 13:19:08+00:00,
11118,Roger,Schaefer,Corpus Christi,United States,80.3799991607666,2,Search,2021-12-25 11:44:21+00:00,
11119,Adrian,Fox,Salvador,Brasil,80.34999752044678,2,Search,2024-07-21 09:55:21+00:00,
11120,Jack,Howard,Clinton Township,United States,80.33000183105469,2,Organic,2024-10-11 17:19:38+00:00,
11121,Elizabeth,Walls,Mianyang,China,80.29999923706055,2,Search,2025-03-26 22:53:42+00:00,164.0
11122,Colleen,Barton,Lago Verde,Brasil,80.29999923706055,2,Search,2023-10-21 00:37:02+00:00,
11123,Megan,Green,Shanghai,China,80.28000164031982,3,Search,2025-04-08 22:57:41+00:00,31.0
11124,Tom,Horn,Chestnut Ridge,United States,80.26000213623048,1,Search,2024-11-16 10:52:12+00:00,
11125,James,Miller,Wuhan,China,80.22000122070312,1,Search,2025-09-29 01:38:07+00:00,
11126,Vanessa,Wu,Harbin,China,80.19000053405762,3,Search,2024-08-28 01:01:00+00:00,
11127,Allison,Norris,Sheffield,United Kingdom,80.18000030517578,2,Search,2025-05-13 00:09:32+00:00,
11128,Megan,Johnson,Miramar,United States,80.14000034332275,2,Organic,2024-08-22 13:43:07+00:00,321.0
11129,Jessica,Nguyen,Moru,Brasil,80.13000106811523,2,Search,2023-07-01 16:13:20+00:00,
11130,Heidi,Green,Quanzhou,China,80.07999992370605,3,Search,2023-04-11 14:22:02+00:00,
11131,Johnny,Jensen,Cartaya,Spain,80.01000213623048,1,Search,2022-09-11 13:58:57+00:00,
11132,Richard,Marsh,Beijing,China,80.0,1,Organic,2023-07-18 04:08:14+00:00,
11133,Chase,Stanley,Changsha,China,80.0,1,Search,2025-10-03 10:44:53.430229+00:00,
11134,Christopher,Berry,Mata de São João,Brasil,80.0,1,Facebook,2025-06-06 11:39:57+00:00,
11135,Jacob,Griffin,Fürth,Germany,80.0,1,Search,2025-05-15 23:47:53+00:00,
11136,Kylie,Murphy,Taizhou,China,80.0,1,Search,2025-09-16 02:11:11+00:00,
11137,Brandon,Gomez,Qujing,China,80.0,2,Search,2025-09-10 14:49:28+00:00,
11138,Jacqueline,Armstrong,Zhangzhou,China,80.0,1,Organic,2025-08-19 11:28:16+00:00,
11139,Kevin,Brennan,Zhongshan,China,80.0,1,Search,2023-07-09 14:05:25+00:00,
11140,Jonathon,Gates,Los Angeles,United States,80.0,2,Search,2024-01-09 09:33:34+00:00,
11141,Beth,Bell,Daejeon,South Korea,80.0,1,Search,2023-12-17 05:26:54+00:00,
11142,Ryan,Hansen,Brasília,Brasil,80.0,2,Search,2024-09-02 15:01:56+00:00,201.0
11143,Zachary,Smith,Altrincham,United Kingdom,80.0,1,Search,2024-08-16 01:05:51+00:00,
11144,Sarah,Hicks,London,United Kingdom,80.0,1,Search,2025-08-19 04:50:48+00:00,
11145,Wanda,Dominguez,London,United Kingdom,80.0,1,Search,2024-01-12 09:15:56+00:00,
11146,Stacey,Clark,London,United Kingdom,80.0,1,Search,2024-07-13 10:39:42+00:00,
11147,Lindsay,Yates,North Miami,United States,80.0,1,Search,2025-02-23 00:27:11+00:00,
11148,Debbie,Walker,Dongguan,China,80.0,1,Organic,2023-07-04 09:28:01+00:00,
11149,Eric,Clark,Lawrenceville,United States,80.0,1,Facebook,2024-04-04 08:32:19+00:00,
11150,Jose,Martinez,Benxi,China,80.0,1,Organic,2025-08-02 06:34:08+00:00,
11151,Vincent,Fischer,Nampa,United States,80.0,1,Search,2024-03-20 15:56:46+00:00,
11152,Jamie,Hopkins,Decatur,United States,80.0,2,Search,2025-06-30 08:20:33+00:00,
11153,Jerry,Abbott,Shanghai,China,80.0,2,Search,2025-09-24 00:00:12+00:00,
11154,Marc,Arnold,Jiaxing,China,80.0,1,Search,2024-07-21 15:41:26+00:00,
11155,Timothy,Hernandez,Nanjing,China,80.0,1,Facebook,2023-08-16 22:51:24+00:00,
11156,Alan,Schneider,Barra do Corda,Brasil,80.0,1,Search,2022-07-27 23:01:45+00:00,
11157,Julia,Bennett,Paço do Lumiar,Brasil,80.0,1,Search,2024-02-24 22:56:10+00:00,
11158,Brittany,Turner,Midland,United States,80.0,1,Search,2025-01-25 02:04:20+00:00,
11159,Timothy,Hammond,Unaí,Brasil,80.0,1,Search,2025-05-29 10:40:23+00:00,
11160,Joseph,Rogers,Fridley,United States,80.0,2,Search,2023-12-01 09:20:25+00:00,
11161,Heather,Kaufman,Painesville,United States,80.0,2,Organic,2025-05-27 08:59:59+00:00,440.0
11162,Ryan,Jenkins,Dois Vizinhos,Brasil,80.0,1,Facebook,2022-01-15 23:26:09+00:00,
11163,Lori,Wood,Bagre,Brasil,80.0,1,Search,2024-12-30 02:02:12+00:00,
11164,Melissa,Allen,Boussay,France,80.0,1,Search,2021-08-18 09:55:33+00:00,
11165,David,Herrera,Pottstown,United States,80.0,1,Organic,2025-01-18 02:45:10+00:00,
11166,Haley,Burton,Shijiazhuang,China,80.0,1,Organic,2021-04-29 06:08:53+00:00,
11167,Jonathan,Romero,Jiaozuo,China,80.0,2,Facebook,2025-08-21 15:24:44+00:00,
11168,Eric,Hernandez,Zhuzhou,China,80.0,1,Search,2024-12-09 15:05:09+00:00,
11169,Troy,Caldwell,Yangquan,China,80.0,1,Display,2025-02-18 17:00:10+00:00,
11170,Andrea,Rose,Shenzhen,China,80.0,1,Search,2024-11-05 00:27:34+00:00,
11171,Charles,Torres,Adelaide,Australia,80.0,1,Email,2023-10-07 03:31:08+00:00,
11172,Michael,Johnson,Houston,United States,80.0,1,Search,2024-08-11 13:25:46+00:00,
11173,Jennifer,Nguyen,Tokyo,Japan,80.0,1,Search,2022-03-11 22:32:30+00:00,
11174,Kristen,Taylor,Tokyo,Japan,80.0,1,Search,2023-07-27 06:00:03+00:00,
11175,Ashley,Parsons,Tokyo,Japan,80.0,1,Search,2025-09-17 11:10:02+00:00,
11176,Maria,Hernandez,Harbin,China,80.0,2,Search,2022-09-19 23:45:55+00:00,
11177,Tyler,Tucker,Paris,France,80.0,1,Email,2025-09-12 02:51:43+00:00,
11178,Eric,Shelton,Santana,Brasil,79.9900016784668,2,Search,2023-02-27 06:10:09+00:00,
11179,Zachary,Arroyo,Beijing,China,79.9900016784668,2,Search,2025-06-24 23:15:57+00:00,
11180,Renee,Green,Los Angeles,United States,79.9900016784668,2,Organic,2023-04-26 22:48:46+00:00,
11181,Stephen,Lopez,Shenzhen,China,79.9900016784668,2,Organic,2023-11-14 04:36:01+00:00,
11182,Paul,White,Grandfontaine,France,79.9900016784668,2,Search,2024-11-23 15:13:44+00:00,
11183,Amy,Murray,Yongzhou,China,79.9900016784668,2,Search,2024-08-24 09:15:21+00:00,
11184,Ronald,Cooke,Jinhua,China,79.9900016784668,2,Search,2021-02-19 08:41:40+00:00,
11185,Lucas,Bailey,Oeiras,Brasil,79.9900016784668,2,Search,2025-09-21 02:05:37+00:00,541.0
11186,Jennifer,Murphy,Ningbo,China,79.9900016784668,2,Search,2024-05-12 07:13:21+00:00,
11187,Carla,Miller,Hefei,China,79.9900016784668,2,Search,2025-03-28 04:06:32+00:00,
